user_id,user_type,amount_type_1,cnt_type_1,amount_type_2,cnt_type_2
4c0ada9,10,19000,1,10000,1
cb5a845,01,14600,2,1837000,7
49238f6,10,33700,2,60000,1
7465dac,10,0,0,40000,1
7a083f7,01,61300,12,152000,1
6493b5d,11,1391050,9,3646775,48
edf2d31,11,11000,11,18250,1
b8837da,10,1719600,55,20000,1
f1e41bd,10,27000,3,1000,1
6a8f43b,11,327908,9,501000,10
fd1a03e,10,47400,3,27463411,91
266b75f,10,65000,3,60500,2
f1b8f0b,11,9500,4,88000,3
7f45d36,11,19000,5,3500000,7
3bbf011,10,78200,4,983410,45
cc4089b,01,1000,1,13350,1
a956cc9,11,69100,4,833000,6
02068da,11,474480,17,355842,18
3965b20,11,82050,6,3788601,20
7e935e5,11,8500,3,222400,10
abfec1c,10,322210,5,530500,9
d34ad40,10,20750,3,156655,21
50a959c,01,27230,2,1297332,37
3d87a61,11,59100,4,1942054,81
067b4c4,01,50600,3,4733700,12
de678a3,11,2000,2,137600,4
c5c11f5,10,2000,2,443100,7
9475d11,10,203600,4,402685,20
6ab830a,01,81000,2,5321948,38
df012c3,10,75100,21,205630,3
b95ff0f,10,212100,15,598470,26
5ad55d0,10,132160,9,2017560,63
1e09ae8,01,184600,11,36000,1
dd85a41,10,4000,4,41000,5
e6bcdb9,10,30800,2,101300,3
50e7f33,10,33050,4,28500,5
4492073,10,23300,4,224200,3
84be954,10,27900,4,7800,1
bc531d0,11,255300,3,13000,1
e39e26b,11,354930,22,372510,19
df4af78,10,531315,12,692002,14
2babe63,11,26100,8,162800,7
8d0dd6e,11,59900,6,13000,1
8c7010d,10,73760,2,916545,54
9793cf5,01,393700,4,4205117,24
419fe50,10,24000,1,250000,3
c63896f,01,170800,3,132500,3
527d5bb,11,65400,4,3150000,4
3ca99cf,11,29400,6,136000,3
61af436,10,133400,7,522693,32
b279105,11,58000,8,1307000,8
630dc7f,11,350309,12,7432888,32
7a1890d,11,655800,25,790600,8
5990805,01,414410,20,818272,33
e731aca,11,107800,10,232500,2
2eeb5fc,10,1103840,55,451802,30
c7c6366,10,0,0,5000,1
034cf80,10,0,0,38500,1
31348e5,10,247000,14,100000,1
32d0efc,11,22150,8,1020000,8
6fa9521,10,54300,5,61000,3
f96c165,11,141620,6,160000,2
7c6d15d,10,0,0,19000,1
7e3a132,10,25040,3,62000,6
621a34c,11,293860,7,2563883,17
120c4f3,11,45200,7,88140,5
958ec90,10,1985009,12,700000,3
e554bcb,01,257700,8,2200,1
c4959f2,10,159488,6,6296940,20
7af0d16,01,10600,2,50000,1
85c4ab2,10,24800,3,97600,8
3351f28,10,82400,4,1237318,22
3c55301,11,42000,2,438000,8
ec13390,11,203000,12,900900,21
7027224,11,163100,11,14319468,103
98f76ee,11,214060,13,10857156,85
0ae0df5,10,86700,9,7421220,67
ad81fb7,01,91080,3,100000,1
9f6f8aa,01,259250,10,8325720,21
82a8bf7,01,0,0,4036220,39
087fb43,11,25240,6,55000,2
54518cd,10,131000,12,1905035,20
ff19d03,11,548334,7,48000,2
4cbd622,10,424480,20,1477120,30
f18140d,01,398680,15,1004000,11
625c907,10,449020,20,2923650,32
69d428c,10,42500,6,851900,23
dfbf582,10,19000,2,45000,1
69ba4ce,10,29800,3,500000,1
964a799,10,464600,4,510000,7
a334bcc,10,113000,4,13400,2
df7fab8,11,26000,5,352000,5
a3f037a,11,64900,15,859900,8
217e644,10,44200,4,167006,7
3169e60,01,90500,4,3932971,7
d6fb221,01,6800,2,68420,4
3acd79a,11,165010,27,291641,12
5f3a41b,11,3000,3,35000,1
62723a1,10,-14630,10,43375,7
abb4e84,01,644200,32,8596410,14
ddd32ab,10,63800,7,10000,2
2acf814,10,166900,9,815000,7
c68504e,11,1169140,36,10569590,48
54335cc,11,316900,21,1380000,21
65edba3,10,267700,24,1644442,43
11d76ac,01,34000,12,203200,13
84f2e04,10,225040,14,422545,11
50339a4,01,86000,7,200000,1
933247e,11,374070,8,117628,5
7d71f31,11,340600,27,200486,1
238cf28,01,34300,2,635405,8
1d71a06,10,215500,10,200000,1
7787f1e,11,268920,12,266595,14
c28df93,11,357700,11,420400,3
2152f4d,11,291750,13,5110500,18
d619939,11,185125,6,500000,1
fb98de1,01,37200,4,10000,1
477d627,11,411370,18,933330,31
943b43f,01,43000,3,230000,4
f957ce4,11,1000,1,23000,2
3b8a658,10,20900,2,13000,1
5e44a26,11,296437,15,30000,1
b65b5fc,11,257740,7,290532,26
6e20f50,10,105578,4,20000,1
00da33b,10,1086600,31,13551410,39
3d105ad,11,519600,8,100000,1
14ebce4,11,1004690,26,540900,13
df5d31e,10,108100,5,380001,3
81d9c55,10,2500,2,100000,1
a91982d,01,176450,7,3218230,28
070a218,10,1000,1,180002,12
ec7254e,01,95500,3,23000,1
76d0c81,10,29400,2,226830,3
73b97cb,01,0,0,50000,1
35105f0,11,7500,5,308450,2
b0825d2,10,15500,2,123093,8
4fd6faa,11,230100,9,1739689,37
5459fad,11,5052754,37,690000,2
bc0341f,11,1889149,24,765394,24
83b62ee,11,12600,1,3400000,4
2f73d7c,11,9930,4,70000,3
af90579,10,224900,13,76000,4
a0c74b7,11,397481,15,854600,7
a9667fd,11,67000,8,178000,2
6d1ae79,10,40100,6,50000,1
0673438,01,127700,14,160100,6
ace6fb6,10,218305,11,707655,28
563049a,10,9000,8,196700,7
a8b2108,11,239686,8,1360400,22
822407d,01,130000,8,20000,3
13a47e3,11,265900,14,1114625,7
ff2ae37,11,988070,16,2549380,22
b383ab5,10,3700,2,24000,1
a8d3e39,11,110850,7,5325130,12
dc60bcb,11,526223,31,400200,6
85e5053,01,0,0,55000,1
7561db9,10,13900,1,213500,5
60026c3,11,659100,11,150000,1
6abfbb6,10,15200,3,2923357,21
c96e253,10,208000,8,25050000,271
58caf2a,01,100400,8,1000,1
1711fce,01,157500,14,100000,1
8176993,11,694900,32,1170000,8
d213c03,01,1000,1,38000,1
dd9ef3c,11,58100,6,583000,8
39cd7ad,01,649630,17,469200,4
06b707f,11,851870,39,748201,39
72f5321,01,942300,4,1076100,5
076eac8,01,42260,4,363710,17
abd892a,01,387580,6,80000,1
477b0ab,11,222000,13,4927819,30
b1ecd91,10,65890,3,780000,13
e798330,10,32600,3,504000,6
81834d3,01,236100,17,2035000,8
c9e6930,11,226530,17,568000,5
7733ef8,01,1102000,26,3243000,8
ceaddc1,10,50500,8,1276146,66
5977ad8,10,121500,9,1105660,15
e44d1f6,11,48100,8,710166,19
4ae9dbe,11,173200,15,94000,4
db60cf3,11,192070,8,1715000,6
ccc0735,01,83600,5,514000,15
039987f,11,85140,10,227600,7
3b60038,11,828600,11,165600,1
ff4f766,11,0,0,405,1
e738fe3,01,54490,4,59528,3
9019e34,11,164800,12,84800,3
9779d3f,10,50000,3,496000,9
48c17b2,10,0,0,970500,8
35c5959,10,20000,3,25900,1
d17bc0d,11,565230,4,23000,4
84415e6,10,166270,21,396170,29
d29d72d,01,54000,2,382000,3
34d0cbb,11,812410,79,34528665,39
9acb5a2,01,663870,27,20000,2
34a3fee,11,593570,24,226243,5
4b8991e,10,1081980,23,332110,14
713cdb1,10,343667,19,1522300,29
bb8706e,01,136120,6,600000,3
65f6736,01,272364,5,8000,1
09e7722,01,68900,4,61000,2
490f699,10,178240,10,128857,8
a965ae9,11,234240,20,875500,16
a11e67e,11,54000,6,840000,11
362b2c4,11,202380,14,600000,1
b4d1cbe,11,137400,23,450000,1
429bfc6,10,133030,11,100000,1
d3b8ed9,11,25900,4,263600,3
2a52f55,10,216480,3,4000,1
ddf61d9,11,157900,15,659000,5
1d65be0,10,45230,2,10000,1
e1e3330,11,1015262,63,412850,9
34266c5,11,25200,5,515068,2
d9dd270,01,183700,5,13000,1
9f0d2b5,01,52000,4,75000,1
c2265dc,10,935110,33,10000,1
053fd96,10,10000,5,14000,1
334e788,11,2547400,10,100000,2
e089087,11,85500,10,255885,14
c836cb3,01,55320,6,778200,11
067c367,01,361400,15,828000,3
d873d9d,10,130200,5,18302502,112
bdc9e85,11,389000,34,549000,4
03aedbf,01,175700,22,1680820,4
2c89d4a,11,217000,3,26800,1
d57465b,11,2000,2,169375,4
dc5e942,11,145370,15,574000,6
cd4f149,11,399690,21,1023800,25
c9ffb58,10,205330,22,111000,6
d611b4f,01,40000,3,30000,1
88f853a,10,50100,9,6255,1
93c8e49,10,215178,11,1232970,25
d159461,11,847670,29,300000,3
7218965,11,348550,13,30660,3
13725d0,11,2000,2,40550,3
81efa05,01,108800,5,2215000,11
72304cc,11,2000,2,550000,3
2c773c4,10,0,0,230000,3
2a71408,10,462100,19,11900,2
04cdd7f,10,67300,10,551400,12
04fa6ec,11,770900,20,641800,10
ea52914,10,1000,1,302000,3
a06c7c4,10,395060,15,322903,11
f063095,10,217370,9,542825,70
d4522d1,11,27100,5,170152,2
b3d560d,11,1000,1,200000,2
79b72fc,10,443240,12,778000,10
95e18bc,01,367900,14,70000,1
82f6198,11,1300308,9,20000,1
db74714,11,114862,7,454700,9
1bc7992,11,150800,19,465686,13
04998ad,11,1816800,9,58000,2
8ebe09b,01,17000,2,15800,1
7ed600f,10,49000,4,2192100,90
82b7630,01,242500,7,40000,1
ac69185,11,712750,15,280000,5
d12a8a4,11,63500,9,13981500,55
d4be8f7,01,277900,10,60000,2
f756509,11,48000,5,50000,1
3536c00,11,3000,3,81440,3
226b133,10,1059100,28,692614,8
89e2632,11,5100,2,544840,24
91ed8b3,11,130840,24,183700,4
2c78b8b,11,85000,6,98500,11
72cea69,01,110500,6,3975060,4
8c68a7c,10,120600,14,2274100,26
a7e78d6,11,111200,20,87100,6
4f13386,11,162100,8,1382750,32
64cc729,01,228600,9,752500,7
031acb2,11,6600,3,50000,1
8e39178,10,195400,10,711770,33
a7dd10d,01,70800,2,2110000,10
bcae435,10,233930,41,657166,37
ca39100,11,284200,13,100000,2
ac3cc89,10,287500,18,200000,2
1f2597b,11,61700,8,584000,9
a69d8f2,01,218900,37,200000,1
446b0aa,11,4000,2,74000,2
e9be61c,11,343080,17,250000,1
5df1f9e,10,14600,3,46820,2
944a3ea,11,417094,34,407900,26
76438b3,10,18000,1,381500,9
13c7158,10,22200,2,1736500,18
edf0448,11,196625,7,235000,5
b7cc0a4,10,0,0,577200,7
9c128af,10,1352732,14,536169,5
06f5732,01,110500,7,380000,6
29eec28,11,460460,11,4237360,27
c134f4b,10,66200,4,88900,10
19c3e3c,10,6650,2,55000,5
8b3b493,10,1000,1,5500,2
c4024cb,10,25000,1,95000,2
87c3d89,11,117000,3,472200,19
a42c45f,11,77000,2,7150000,20
8145a6f,01,0,0,11611676,18
06050be,11,36100,12,36600,3
0902397,10,93300,5,1054363,51
4201a02,11,529270,27,4146960,43
4b3d7c3,01,380480,15,18000,2
58fa146,11,302600,12,3393130,19
fa649d4,01,110400,8,14668430,75
4fc2866,11,63820,19,6686620,31
8736444,01,0,0,20000,1
250f99c,10,2800,1,3000,1
83a515c,01,2000,2,200000,1
d8c5a9f,01,10600,2,335000,3
26574b1,11,29100,8,17500,1
af517da,11,302000,9,117721,7
4fc0281,10,302533,10,1720000,8
f12538f,11,28700,16,300041,5
66b993f,11,13000,2,318300,6
631d0a7,11,233400,14,100000,1
68c7cf1,10,102300,3,5327100,31
d5a7dd9,11,673776,42,4325600,16
68fbc84,11,100490,10,64500,2
3c89719,11,298503,16,327150,11
b0b86a9,10,168600,11,5246000,23
2dc4cb7,11,5600,2,169600,10
14b5994,11,124399,5,2229515,54
bab9419,11,1561240,56,6279793,17
6ede7d9,01,226200,6,570301,9
1e58d68,10,38070,3,805344,34
10235f9,11,232600,7,100000,1
b35d5eb,10,41450,4,54000,4
3f7a274,10,329080,34,2256912,88
c3fcd33,10,0,0,2093365,17
9e905bc,10,57410,8,1374100,39
d915637,01,118000,6,50094,1
2ad1635,11,7000,6,216000,6
3b0e69a,11,12300,1,495000,4
0e9f979,11,1000,1,20000,1
4b424d2,10,94180,8,314750,43
7615ad5,01,35000,3,1661099,6
54f5e6c,01,195900,6,16000,1
cbe5710,11,3000,3,867800,13
a815e36,10,211089,9,317686,5
3b262eb,10,68500,4,3251017,47
1a542b2,11,149530,11,1125000,7
2a3706f,10,103740,5,272000,4
da62d79,11,654100,35,279100,2
5e01688,10,388070,18,1269900,15
5744a0b,11,26000,1,425500,9
09dea66,10,1000,1,717345,18
fe88571,01,137922,11,7618245,53
e265e6d,01,3500,2,1215500,12
f339a46,10,9800,1,367464,4
6447c36,01,84000,4,2000000,2
838773d,10,51000,2,100000,1
985f16c,11,18000,2,221400,2
52d84c0,11,110500,12,432577,21
d26ae6b,11,945620,39,14126000,61
b50526a,11,135800,10,1801810,14
2a8db44,10,22000,2,50000,1
04639bc,11,262050,14,2479000,14
d6a093c,10,116500,6,296500,7
e54c4a6,01,87400,4,7100,1
a386c2e,01,63500,8,85450,2
d47d71d,11,476140,29,15620715,48
1afd5dc,01,113200,7,510001,5
6ce2e06,10,347100,16,97000,3
19afdf7,01,1000,1,23562,2
8a4d1ce,11,1899404,16,1753510,12
1dbc58a,10,340600,9,25000,1
524d845,01,95500,3,680000,3
3a241f2,10,49120,3,1804100,29
3a8575d,11,1000,1,100000,1
c6895a9,11,81100,8,2132010,15
833797f,01,30290,2,357000,6
8689687,11,143900,11,4600000,5
acb4013,10,59000,6,69000,4
465e2b7,01,26000,1,8050195,80
edeb112,11,349905,19,50000,1
1dae6ee,01,70400,6,2348500,11
6816e43,10,159200,4,68500,5
2c9fe92,11,30500,4,168000,1
0f0a692,11,93730,5,620000,11
e19ed86,10,924310,37,146386,6
f0626d6,01,76000,3,320000,3
c918465,11,37500,5,287000,7
68d7168,11,15300,4,193092,2
3347cdc,11,26600,3,100000,1
db24c06,11,145891,6,50000,1
73f7377,01,1421244,20,450000,5
1510b5a,11,503482,14,286000,2
6d1fffd,10,5100,13,15600,1
f47a18d,11,54200,8,10000,1
d851d6f,11,261800,10,50000,1
9c6ab05,10,0,1,280400,7
6861285,01,268000,12,50000,1
52f2910,11,6000,5,1310802,15
3f04ad2,11,44900,4,4464450,12
9423571,11,418500,11,2500000,2
4dbf8cd,10,470890,6,1750000,6
a668be3,11,208487,17,377300,10
832d9b6,01,355700,21,696100,11
1782671,10,0,0,184960,9
378dfb5,10,24800,1,100000,1
de540da,10,44150,4,253850,12
c5b9844,11,93090,11,518000,7
d96f9fb,11,27400,4,100000,1
697885d,10,274400,11,3300000,9
c898c46,10,27200,7,95800,4
7c393d2,10,0,0,93000,3
c76a328,01,30900,4,41500,1
c8d8093,11,2000,2,44230,5
7b9f067,11,180600,15,928555,16
708615e,10,0,0,8750,1
77d599e,11,78650,4,65000,1
90e97da,11,471130,14,250000,7
04725b3,01,0,0,280690,6
b4bb363,10,62600,5,220570,11
3b89ef3,01,227000,12,20000,2
55b5ce9,01,14000,3,11000,1
cdff405,11,257060,13,288500,6
926d83e,11,750400,23,15000,1
71dfe32,11,156000,8,5642920,16
e56079a,11,647910,38,331500,6
ff70db1,10,296648,15,40715,8
6f024bf,11,122100,7,386551,32
383d735,11,1165571,50,6411137,56
6027a11,10,101800,6,53980,6
0cd0593,10,50380,12,12000,1
f4478b6,10,153790,2,3680702,36
b25c62f,11,290730,8,330000,2
ad627b8,01,829700,31,100000,1
4f6e1bf,10,16500,1,172550,18
c190c7f,11,57500,6,7691239,57
58049ef,10,24000,1,3000,1
0f3282d,10,0,0,60300,3
f2e82bc,10,437410,7,117500,6
34b8d21,01,39000,3,17100,1
dae8739,11,132020,5,238000,3
b533760,10,500,1,69130,9
9686a74,10,189000,10,0,0
6f68670,10,0,0,0,0
ed0d584,10,1000,1,0,0
cc1af93,11,196300,9,0,0
5ddcb6c,01,1000,1,0,0
32238e1,11,3000,3,0,0
6102dc5,11,25000,3,0,0
b02afc0,01,0,0,0,0
7a40892,10,211280,3,0,0
886df32,11,1000,1,0,0
9f54f2c,01,1000,1,0,0
26a70f2,01,533719,10,0,0
a34dc17,01,1000,1,0,0
c4338a0,01,61000,3,0,0
2a0c0d6,11,196900,6,0,0
c6ad6bb,11,126700,11,0,0
020c481,10,278890,8,0,0
851965f,10,0,0,0,0
6b00407,01,1000,1,0,0
e534fb2,10,0,0,0,0
0aca1b5,10,283000,16,0,0
db4ed46,11,78020,15,0,0
fd259c9,10,19000,1,0,0
bfe3707,11,2000,2,0,0
ef9b39b,01,0,0,0,0
f6c2002,11,439470,4,0,0
eac7136,01,0,0,0,0
bca51f0,11,113000,4,0,0
4baeffc,10,91000,7,0,0
e431b2e,11,34000,3,0,0
2147b8c,11,53000,4,0,0
51f69a3,11,16900,3,0,0
bcd1fc0,10,337970,7,0,0
ba42aac,01,116000,8,0,0
b99a91e,01,1000,1,0,0
1258718,10,1333670,23,0,0
fcbb3a8,11,134300,7,0,0
e3bfb11,10,55000,4,0,0
ac65b4a,01,1000,1,0,0
e69f68e,11,92980,4,0,0
86e4979,11,24170,8,0,0
195251e,10,500,1,0,0
cc818eb,11,20500,6,0,0
c33feb8,10,1000,1,0,0
4a3654c,10,1000,1,0,0
f219d8a,11,804300,28,0,0
97a3f33,11,35900,3,0,0
e2276a3,01,75000,4,0,0
e84bdff,10,22000,1,0,0
ea6d598,11,672342,10,0,0
a6ca257,10,0,0,0,0
842951a,10,99800,4,0,0
f98b680,10,0,0,0,0
318d902,01,19000,2,0,0
2b052f4,11,24500,6,0,0
2b784ad,10,203950,4,0,0
0b9efe8,11,24000,8,0,0
725f1de,10,0,0,0,0
9963b7f,01,114600,4,0,0
efb9d9c,11,5500,5,0,0
f7d416f,10,1000,1,0,0
d4dd00c,01,180500,8,0,0
768af44,11,3000,3,0,0
6ab7e17,11,115200,16,0,0
2b81c72,11,228240,4,0,0
1d9df9c,01,464190,22,0,0
3d3a999,01,1041300,33,0,0
d8ef247,10,128900,6,0,0
8beeb83,10,84650,6,0,0
63cd1cb,11,37000,2,0,0
2a8e219,01,4000,4,0,0
54cadfe,01,163000,11,0,0
d1e3133,10,52800,4,0,0
c95a14b,11,58300,7,0,0
d810425,01,68000,4,0,0
f610a35,11,2198982,29,0,0
2d5ce2c,10,0,0,0,0
f375254,01,112700,7,0,0
f262e5e,11,269000,13,0,0
f61806d,11,293210,16,0,0
dda91a5,01,12500,1,0,0
c525b72,01,34000,3,0,0
42fb361,01,373000,9,0,0
b11f389,10,0,0,0,0
10bdc1f,01,1000,1,0,0
8c06983,01,1000,1,0,0
f729f5c,10,191600,7,0,0
2eb7a75,11,133800,6,0,0
59f90c9,01,7000,7,0,0
d34b7b5,01,25000,1,0,0
322f52f,10,89340,8,0,0
4776b60,01,0,0,0,0
99a163e,01,3000,3,0,0
3e85070,11,32100,4,0,0
03a4af3,01,31000,1,0,0
2f95b81,11,32000,2,0,0
92f837e,10,16700,2,0,0
f130591,10,1000,1,0,0
3165a53,01,2000,2,0,0
456536c,01,179000,8,0,0
6273876,01,186600,8,0,0
62187c8,01,1000,1,0,0
5c53862,11,307000,16,0,0
9c7e89f,10,2000,1,0,0
6db1810,11,28000,3,0,0
57696a7,10,4000,4,0,0
62bcc14,01,330000,11,0,0
e90b02c,01,21000,1,0,0
52411d5,11,145200,7,0,0
95279cc,11,192100,6,0,0
ea5664a,10,13700,2,0,0
990ceaa,01,1000,1,0,0
bcd64f1,01,218500,12,0,0
e910d80,01,1000,1,0,0
1fce9a5,01,0,0,0,0
67b3a39,01,37000,1,0,0
0312b80,01,618000,31,0,0
61264b9,11,0,0,0,0
7f5002e,01,67800,4,0,0
bce933e,10,0,0,0,0
511e278,11,146470,11,0,0
15b5fd4,11,250900,12,0,0
cb6a9c3,10,70000,4,0,0
f5de383,11,45100,4,0,0
019785f,01,18500,5,0,0
451e0ac,10,15900,3,0,0
1e0e7e3,01,1000,1,0,0
1ca32e1,01,49500,1,0,0
68f1b1a,10,3500,4,0,0
789a383,10,95950,21,0,0
7c3a774,11,972520,45,0,0
918cd43,11,145030,3,0,0
8a7c6c2,11,309000,9,0,0
4cf841c,11,22000,4,0,0
f0e584a,01,247300,13,0,0
8906b46,10,1000,1,0,0
cd2db7c,11,12000,11,0,0
6a585f1,01,400600,14,0,0
33d4dcc,11,70100,10,0,0
72a47fc,11,81560,13,0,0
